Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Outlet_Establishment_Year,Item_Sales
BR02,480,Low,Bread,125,S003,Small,Micro Store C,2016,625
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,1000
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,150
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,1125
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,2279
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,4180
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,270
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,250
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,480
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,2220
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,2185
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,825
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,1200
CH04,150,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,1100
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,450
NS05,500,Low,Nuts,90,S003,Small,Micro Store C,2016,540
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,2400
NS12,500,Low,Nuts,75,S003,Small,Micro Store C,2016,975
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,280
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,1125
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,80
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,1665
NS04,500,Low,Nuts,85,S003,Small,Micro Store C,2016,595
CR13,85,Regular,Cracker,13,V001,Medium,Micro Store - Main,2010,143
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,7130
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,1160
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,500
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,2030
BR08,500,Low,Bread,125,L002,Small,Micro Store B,2014,1000
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,1000
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,875
CR06,45,Regular,Cracker,35,S003,Small,Micro Store C,2016,525
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,75
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,1980
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,2240
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,689
BR04,380,Low,Bread,125,L002,Small,Micro Store B,2014,750
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1625
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,880
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,720
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,2340
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,1375
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,255
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,1120
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,1190
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,189
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,1360
CH04,150,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,1600
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,500
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,600
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,180
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,875
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,680
CH04,150,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,1000
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,1080
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,1215
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,380
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,2160
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,1440
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,500
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,510
NS07,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,4800
NS07,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,2800
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,560
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,285
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,760
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,1170
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,3780
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,765
NS10,500,Low,Nuts,145,S003,Small,Micro Store C,2016,290
CR09,700,Regular,Cracker,140,V001,Medium,Micro Store - Main,2010,2240
CH01,1000,High,Chicharon,190,V001,Medium,Micro Store - Main,2010,3420
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,1015
NS06,1000,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,3600
CH04,150,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,2200
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,900
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,900
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,424
CH08,500,High,Chicharon,100,L002,Small,Micro Store B,2014,600
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1500
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,340
CR01,1000,Regular,Cracker,195,S003,Small,Micro Store C,2016,390
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,1680
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,901
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,4440
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,270
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1375
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,2375
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,2610
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,320
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,42
NS12,500,Low,Nuts,75,L002,Small,Micro Store B,2014,1275
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,154
NS07,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,1200
CH08,500,High,Chicharon,100,V001,Medium,Micro Store - Main,2010,1100
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,425
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,400
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,580
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,2660
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,371
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,75
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,765
CR01,1000,Regular,Cracker,195,S003,Small,Micro Store C,2016,1560
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,540
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,1260
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,265
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,625
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,170
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,28
CR01,1000,Regular,Cracker,195,S003,Small,Micro Store C,2016,1365
CH06,150,High,Chicharon,90,V001,Medium,Micro Store - Main,2010,1170
NS05,500,Low,Nuts,90,S003,Small,Micro Store C,2016,450
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,800
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,477
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,3885
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,2125
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,1875
NS02,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,680
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,63
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,620
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,1015
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1250
CR13,85,Regular,Cracker,13,V001,Medium,Micro Store - Main,2010,182
BI01,2000,Low,Biscuit,310,V001,Medium,Micro Store - Main,2010,1550
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,3875
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,56
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,500
NS11,500,Low,Nuts,100,S003,Small,Micro Store C,2016,700
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,318
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1000
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,2625
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,2375
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,2067
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,5735
NS13,150,Low,Nuts,75,L002,Small,Micro Store B,2014,525
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,315
CR01,1000,Regular,Cracker,195,V001,Medium,Micro Store - Main,2010,975
CR05,1000,Regular,Cracker,180,L002,Small,Micro Store B,2014,1440
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,925
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,1700
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,255
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,1120
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,2040
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,120
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,3515
CR13,85,Regular,Cracker,290,S003,Small,Micro Store C,2016,3480
BR01,400,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1625
CR16,85,Regular,Cracker,290,L002,Small,Micro Store B,2014,6090
BR02,480,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1000
BI03,1500,Low,Biscuit,290,L002,Small,Micro Store B,2014,3770
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,2000
CR13,85,Regular,Cracker,290,V001,Medium,Micro Store - Main,2010,2320
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,4070
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,1250
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,1862
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,3145
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,7540
NS03,500,Low,Nuts,80,L002,Small,Micro Store B,2014,2240
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,21
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,1800
NS05,500,Low,Nuts,90,L002,Small,Micro Store B,2014,810
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,1250
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,195
CR15,25,Regular,Cracker,7,V001,Medium,Micro Store - Main,2010,91
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,1600
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,3410
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,1885
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,750
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,1450
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,1000
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,1300
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,3000
NS10,500,Low,Nuts,145,V001,Medium,Micro Store - Main,2010,1595
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,63
NS02,500,Low,Nuts,85,L002,Small,Micro Store B,2014,1190
CR05,1000,Regular,Cracker,180,V001,Medium,Micro Store - Main,2010,2160
NS07,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,2400
NS10,500,Low,Nuts,145,S003,Small,Micro Store C,2016,1885
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1750
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,580
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1000
NS11,500,Low,Nuts,100,S003,Small,Micro Store C,2016,900
BI01,2000,Low,Biscuit,310,L002,Small,Micro Store B,2014,4030
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,875
CR13,85,Regular,Cracker,13,L002,Small,Micro Store B,2014,65
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,1860
NS10,500,Low,Nuts,145,S003,Small,Micro Store C,2016,1160
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1500
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,625
NS11,500,Low,Nuts,100,S003,Small,Micro Store C,2016,600
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,1140
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,2160
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,935
NS07,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,2600
NS10,500,Low,Nuts,145,L002,Small,Micro Store B,2014,2175
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,1350
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,980
NS09,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,425
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,1140
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,280
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,880
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,3480
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1625
CR13,85,Regular,Cracker,13,V001,Medium,Micro Store - Main,2010,195
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,3100
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,375
CR13,85,Regular,Cracker,13,S003,Small,Micro Store C,2016,26
BI01,2000,Low,Biscuit,310,S003,Small,Micro Store C,2016,2170
BR06,600,Low,Bread,125,L002,Small,Micro Store B,2014,875
BI03,1500,Low,Biscuit,290,L002,Small,Micro Store B,2014,3480
CR15,25,Regular,Cracker,7,L002,Small,Micro Store B,2014,35
NS12,500,Low,Nuts,75,L002,Small,Micro Store B,2014,225
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,882
NS07,500,Low,Nuts,200,S003,Small,Micro Store C,2016,1400
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,600
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,100
NS03,500,Low,Nuts,80,V001,Medium,Micro Store - Main,2010,800
CR10,25,Regular,Cracker,5,S003,Small,Micro Store C,2016,35
NS11,500,Low,Nuts,100,L002,Small,Micro Store B,2014,800
CR11,25,Regular,Cracker,10,L002,Small,Micro Store B,2014,430
CR06,45,Regular,Cracker,35,L002,Small,Micro Store B,2014,280
CH08,500,High,Chicharon,100,S003,Small,Micro Store C,2016,700
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,500
BR05,420,Low,Bread,125,V001,Medium,Micro Store - Main,2010,125
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,2320
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,225
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,855
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,270
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,900
NS07,500,Low,Nuts,200,L002,Small,Micro Store B,2014,600
CR12,20,Regular,Cracker,5,S003,Small,Micro Store C,2016,25
CR13,85,Regular,Cracker,13,V001,Medium,Micro Store - Main,2010,117
CH01,1000,High,Chicharon,190,V001,Medium,Micro Store - Main,2010,1520
NS09,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,340
CH08,500,High,Chicharon,100,S003,Small,Micro Store C,2016,600
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,810
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,80
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,875
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,760
NS03,500,Low,Nuts,80,S003,Small,Micro Store C,2016,400
BR04,380,Low,Bread,125,V001,Medium,Micro Store - Main,2010,125
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,1710
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,350
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,4180
CH03,50,High,Chicharon,20,L002,Small,Micro Store B,2014,140
CH07,150,High,Chicharon,15,V001,Medium,Micro Store - Main,2010,1320
NS02,500,Low,Nuts,85,S003,Small,Micro Store C,2016,850
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,1140
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,245
NS09,500,Low,Nuts,85,V001,Medium,Micro Store - Main,2010,680
CH08,500,High,Chicharon,100,S003,Small,Micro Store C,2016,400
NS10,500,Low,Nuts,145,L002,Small,Micro Store B,2014,725
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,1000
BR08,500,Low,Bread,125,L002,Small,Micro Store B,2014,500
NS11,500,Low,Nuts,100,S003,Small,Micro Store C,2016,500
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,750
CH05,200,High,Chicharon,185,S003,Small,Micro Store C,2016,925
CR13,85,Regular,Cracker,290,V001,Medium,Micro Store - Main,2010,1160
BI01,2000,Low,Biscuit,80,S003,Small,Micro Store C,2016,240
NS10,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,1200
BR06,600,Low,Bread,135,S003,Small,Micro Store C,2016,945
CH05,200,High,Chicharon,75,S003,Small,Micro Store C,2016,675
NS01,500,Low,Nuts,95,L002,Small,Micro Store B,2014,570
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,540
NS06,1000,Low,Nuts,200,S003,Small,Micro Store C,2016,1600
NS13,150,Low,Nuts,75,L002,Small,Micro Store B,2014,600
CR01,1000,Regular,Cracker,195,V001,Medium,Micro Store - Main,2010,1170
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,75
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,750
CR02,500,Regular,Cracker,98,L002,Small,Micro Store B,2014,392
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,105
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,285
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,570
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,625
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,120
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,882
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,500
CR05,1000,Regular,Cracker,180,S003,Small,Micro Store C,2016,1620
CR02,500,Regular,Cracker,98,V001,Medium,Micro Store - Main,2010,490
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,875
BI03,1500,Low,Biscuit,290,S003,Small,Micro Store C,2016,1740
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,45
CH07,150,High,Chicharon,15,L002,Small,Micro Store B,2014,60
NS01,500,Low,Nuts,95,V001,Medium,Micro Store - Main,2010,665
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,901
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,2590
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,375
NS08,500,Low,Nuts,135,V001,Medium,Micro Store - Main,2010,675
NS12,500,Low,Nuts,75,V001,Medium,Micro Store - Main,2010,450
CR13,85,Regular,Cracker,290,L002,Small,Micro Store B,2014,1160
BI01,2000,Low,Biscuit,80,V001,Medium,Micro Store - Main,2010,560
NS10,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,1800
CR15,25,Regular,Cracker,7,S003,Small,Micro Store C,2016,7
CH05,200,High,Chicharon,75,V001,Medium,Micro Store - Main,2010,525
NS01,500,Low,Nuts,95,S003,Small,Micro Store C,2016,475
NS06,1000,Low,Nuts,200,S003,Small,Micro Store C,2016,600
CR12,20,Regular,Cracker,5,S003,Small,Micro Store C,2016,35
CR13,85,Regular,Cracker,13,S003,Small,Micro Store C,2016,52
NS11,500,Low,Nuts,100,V001,Medium,Micro Store - Main,2010,1800
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,4370
NS09,500,Low,Nuts,85,L002,Small,Micro Store B,2014,680
CH08,500,High,Chicharon,100,L002,Small,Micro Store B,2014,900
NS05,500,Low,Nuts,90,V001,Medium,Micro Store - Main,2010,450
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,120
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,1480
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,250
CR13,85,Regular,Cracker,290,S003,Small,Micro Store C,2016,1160
BI01,2000,Low,Biscuit,80,V001,Medium,Micro Store - Main,2010,160
BR04,380,Low,Bread,125,S003,Small,Micro Store C,2016,1750
NS06,1000,Low,Nuts,200,S003,Small,Micro Store C,2016,1000
CR08,1000,Regular,Cracker,150,L002,Small,Micro Store B,2014,1050
CR14,100,Regular,Cracker,53,V001,Medium,Micro Store - Main,2010,212
BR02,480,Low,Bread,125,L002,Small,Micro Store B,2014,500
BR01,400,Low,Bread,125,L002,Small,Micro Store B,2014,625
CR08,1000,Regular,Cracker,150,V001,Medium,Micro Store - Main,2010,1800
CH04,150,High,Chicharon,100,S003,Small,Micro Store C,2016,700
NS06,1000,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,1000
BR05,420,Low,Bread,125,L002,Small,Micro Store B,2014,1500
BI03,1500,Low,Biscuit,290,V001,Medium,Micro Store - Main,2010,3190
NS08,500,Low,Nuts,135,S003,Small,Micro Store C,2016,675
CR14,100,Regular,Cracker,53,S003,Small,Micro Store C,2016,583
CH05,200,High,Chicharon,185,L002,Small,Micro Store B,2014,370
BR01,400,Low,Bread,125,S003,Small,Micro Store C,2016,375
CR08,1000,Regular,Cracker,150,S003,Small,Micro Store C,2016,900
NS08,500,Low,Nuts,135,V001,Medium,Micro Store - Main,2010,1080
NS07,500,Low,Nuts,200,V001,Medium,Micro Store - Main,2010,400
CR09,700,Regular,Cracker,140,L002,Small,Micro Store B,2014,1120
CH05,200,High,Chicharon,185,V001,Medium,Micro Store - Main,2010,1110
CR02,500,Regular,Cracker,98,S003,Small,Micro Store C,2016,196
CR09,700,Regular,Cracker,140,S003,Small,Micro Store C,2016,1540
BR05,420,Low,Bread,125,S003,Small,Micro Store C,2016,1375
